번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),상세영업상태명
1,하늘정원실버케어,서울특별시 서대문구 홍제동 361-57번지 ,,20091130,운영중,,,,,,,18,9,13,194303.954462       ,453593.870967       ,운영
2,삼성요양원,서울특별시 관악구 신림동 ,,20160127,운영중,,,,,,,13,4,5,,,운영
3,사랑가득 요양원,서울특별시 금천구 독산동 영재빌딩 ,,20161101,운영중,,,,,,,43,,21,,,운영
4,상계요양원,서울특별시 노원구 상계동 ,,20170613,운영중,,,,,,,82,,48,,,운영
5,A+도봉재활요양원,서울특별시 도봉구 방학동 ,,20150521,운영중,,,,,,,41,21,3,,,운영
6,종로시니어스타워,서울특별시 종로구 홍지동 ,,20150817,운영중,,,,,,,77,17,17,,,운영
7,상봉요양원요양센터,서울특별시 중랑구 망우동 ,,20150731,운영중,,,,,,,54,25,9,,,운영
8,둥지요양원,서울특별시 성북구 하월곡동 1호,,20160428,운영중,,,,,,,20,,,,,운영
9,마더노인요양센터,서울특별시 강동구 길동 ,,20161209,운영중,,,,,,,29,4,1,,,운영
10,한가람요양원,서울특별시 강서구 등촌동 ,,20170213,운영중,,,,,,,20,,,,,운영
11,다애요양원,"서울특별시 성북구 돈암동 한진아파트스포츠센터동 5305,5306호",,20170317,운영중,,,,,,,36,,,,,운영
12,다사랑요양원,서울특별시 도봉구 도봉동 ,,20150921,운영중,,,,,,,60,,,,,운영
13,효림노인요양센터,서울특별시 서대문구 충정로3가 1-38번지 ,,20071203,운영중,,,,,,,21,14,16,196474.724821       ,451340.706886       ,운영
14,사랑요양원,서울특별시 구로구 고척동 ,,20160425,운영중,,,,,,,9,,,,,
15,영지요양원,서울특별시 중랑구 면목동 ,,20160825,운영중,,,,,,,37,,,,,운영
16,은평실버랜드요양원,서울특별시 은평구 갈현동 ,,20160704,운영중,,,,,,,34,19,3,,,운영
17,신월실버요양원,서울특별시 양천구 신월동 ,,20160901,운영중,,,,,,,75,,6,,,운영
18,서울숲요양원,서울특별시 관악구 신림동 ,,20161020,운영중,,,,,,,99,,,,,운영
19,나이팅게일너싱홈,서울특별시 동작구 사당동 ,,20161107,운영중,,,,,,,22,,,,,
20,실버캐슬요양타운,서울특별시 양천구 신월동 ,,20170301,운영중,,,,,,,49,,33,,,운영
21,경복궁요양센터,서울특별시 송파구 마천동 ,,20170310,운영중,,,,,,,46,,32,,,운영
22,강북실버종합복지센터,서울특별시 강북구 미아동 ,,20130516,운영중,,,,,,,112,,7,,,운영
23,푸른요양원1호점,서울특별시 강북구 수유동 ,,20100716,운영중,,,,,,,27,1,3,,,운영
24,푸른요양원,서울특별시 강북구 수유동 47-11번지 ,,20100720,운영중,,,,,,,0,,,201748.6543         ,459171.523298       ,운영
25,효심노인복지센터,서울특별시 강북구 수유동 482-65번지 5층 및 지층 ,,20100303,운영중,,,,,,,21,1,8,201439.042815       ,458572.67638        ,운영
26,행복한노인요양원,서울특별시 강북구 수유동 47-52번지 2층 ,,20100301,운영중,,,,,,,36,2,8,201704.450479       ,459149.604395       ,운영
27,수유요양원,서울특별시 강북구 수유동 338-5번지 4층 ,,20100301,운영중,,,,,,,15,1,9,201415.810113       ,460024.404016       ,운영
28,민영요양센터,서울특별시 강북구 미아동 703-13번지 유유빌딩 501호 ,,20100301,운영중,,,,,,,18,1,9,201807.838931       ,457546.401262       ,운영
29,거목노인요양원(3),서울특별시 강북구 수유동 273-64번지 3층 ,,20100301,운영중,,,,,,,19,1,6,201396.354357       ,460584.002573       ,운영
30,e-포근한 요양원,서울특별시 강북구 미아동 189-6번지 ,,20090105,운영중,,,,,,,25,0,0,202061.252065       ,458882.073021       ,운영
31,강북할렐루야천사의집,서울특별시 강북구 미아동 131-6번지 ,,20080110,운영중,,,,,,,49,8,42,202443.441398       ,457708.146945       ,운영
32,강북노인전문요양원,서울특별시 강북구 수유동 399-23번지 ,,20080229,운영중,,,,,,,80,20,48,201511.289066       ,459355.453215       ,운영
33,그레이스 센터,서울특별시 마포구 연남동 ,,20130401,운영중,,,,,,,28,16,1,,,운영
34,은혜요양원2호점,경기도 부천시 원미구 상동 광장프라자 6층 ,,20100301,운영중,,,,,,,0,,,,,운영
35,마포노인복지센터(노인요양),서울특별시 마포구 공덕동 26-12번지 ,,20100301,운영중,,,,,,,14,2,8,196348.130227       ,449723.150882       ,운영
36,은혜실버홈유료노인요양센터,서울특별시 마포구 연남동 229-72번지 ,,20080324,운영중,,,,,,,30,4,12,193241.049642       ,451236.623678       ,운영
37,시립서부노인전문요양센터,서울특별시 마포구 성산동 ,,20080613,운영중,,,,,,,270,0,0,,,운영
38,동부참사랑요양원,서울특별시 광진구 화양동 ,,20111201,운영중,,,,,,,116,9,10,,,운영
39,광진원광실버센터,서울특별시 광진구 구의동 ,,20120316,운영중,,,,,,,15,2,2,,,운영
40,므두셀라실버타운,서울특별시 광진구 중곡동 41-16번지 ,,20100903,운영중,,,,,,,39,1,6,207180.302836       ,451008.598215       ,운영
41,워커힐실버타운,서울특별시 광진구 구의동 16-3번지 외 10필지 ,,20111020,운영중,,,,20180305,,,122,2,23,208558.349406       ,449841.665708       ,운영
42,광진노인요양센터(광진노인종합복지관병설),서울특별시 광진구 군자동 364-15번지 광진노인종합복지관 ,,20100301,운영중,,,,,,,11,,,206249.971158       ,449875.503276       ,운영
43,광진노인요양센터,서울특별시 광진구 군자동 364-15번지 광진노인종합복지관 ,,20100301,운영중,,,,,,,26,,,206249.971158       ,449875.503276       ,운영
44,광진좋은너싱홈,서울특별시 광진구 중곡동 123-6번지 이안빌딩2층 ,,20100301,운영중,,,,,,,20,,,207682.44088        ,450531.122243       ,운영
45,예지실버요양센터,서울특별시 광진구 구의동 596-6번지 삼진빌딩 6층 ,,20100301,운영중,,,,,,,19,,,208000.4254         ,447967.273332       ,운영
46,가족사랑대자연요양센터,서울특별시 광진구 광장동 148번지 ,,20100301,운영중,,,,,,,66,,,,,운영
47,혜민실버타운,서울특별시 광진구 자양동 627번지 ,,20100301,운영중,,,,,,,43,,,207284.713198       ,448121.887248       ,운영
48,광진한울촌노인요양시설,서울특별시 광진구 군자동 346-24번지 ,,20100301,운영중,,,,,,,93,,,206166.470654       ,449770.343098       ,운영
49,워커힐케어센터,서울특별시 광진구 광장동 대오빌딩 ,,20130826,운영중,,,,,,,138,5,2,,,운영
50,사랑재 요양원,서울특별시 광진구 구의동 ,,20140814,운영중,,,,,,,74,7,7,,,운영
51,가족사랑 대자연 요양센터,서울특별시 광진구 광장동 148-11번지 대오빌딩 6층 ,,20091218,운영중,,,,,,,14,3,4,209506.549403       ,449634.030106       ,운영
52,강변워커힐케어센터,서울특별시 광진구 광장동 148-11번지 ,,20091009,운영중,,,,,,,25,4,4,209506.549403       ,449634.030106       ,운영
53,강변 워커힐 케어센타,서울특별시 광진구 광장동 148-11번지 ,,20091007,운영중,,,,,,,24,3,4,209506.549403       ,449634.030106       ,운영
54,혜민실버타운,서울특별시 광진구 자양동 627-1528번지 ,,20090624,운영중,,,,,,,26,3,4,,,운영
55,한울촌너싱홈,서울특별시 광진구 능동 255-13번지 ,,20080813,운영중,,,,,,,9,4,5,207600.767908       ,450164.045524       ,운영
56,한울촌노인요양시설,서울특별시 광진구 군자동 346-24번지 ,,20090106,운영중,,,,,,,29,3,5,206166.470654       ,449770.343098       ,운영
57,광진소규모요양시설,서울특별시 광진구 구의동 30-25번지 ,,20080603,운영중,,,,,,,29,3,4,208097.591572       ,450096.661384       ,운영
58,휴림실버요양센터,서울특별시 구로구 가리봉동 ,,20150612,운영중,,,,,,,150,3,6,,,운영
59,수색실버케어,서울특별시 은평구 수색동 ,,20150817,운영중,,,,,,,67,,,,,운영
60,햇살요양원,서울특별시 강서구 등촌동 ,,20160318,운영중,,,,,,,46,15,3,,,운영
61,효드림요양원,서울특별시 서대문구 북가좌동 ,,20160706,운영중,,,,,,,29,13,14,,,운영
62,하나요양원,서울특별시 금천구 가산동 ,,20180301,운영중,,,,,,,49,,,,,운영
63,길재활요양원,서울특별시 강북구 수유동 ,,20180206,운영중,,,,,,,71,10,10,,,운영
64,정릉노인요양원,서울특별시 성북구 정릉동 ,,20180320,운영중,,,,,,,44,,,,,운영
65,그린케어요양센터,서울특별시 구로구 고척동 강산메디칼프라자 ,,20180701,운영중,,,,,,,29,13,13,,,운영
66,엘림노인요양원,서울특별시 서초구 내곡동 88-16번지 ,,20100816,운영중,,,,,,,16,1,9,205805.006847       ,438861.846383       ,운영
67,구립서초노인요양센터,서울특별시 서초구 서초동 ,,20110113,운영중,,,,,,,200,,,,,운영
68,함춘요양원,서울특별시 서초구 양재동 402-3번지 ,,20110418,운영중,,,,,,,48,1,29,204359.793081       ,441088.951603       ,운영
69,서초성심노인복지센터,서울특별시 서초구 서초동 1558-15번지 ,,20100301,운영중,,,,20170901,,,29,,23,200975.787056       ,443148.388839       ,운영
70,장생시니어타운,서울특별시 서초구 반포동 707-9번지 ,,20100407,운영중,,,,,,,45,1,,201805.326291       ,445264.136589       ,운영
71,반포해피실버빌,서울특별시 서초구 잠원동 76-8번지 ,,20091020,운영중,,,,,,,40,4,3,200013.96194        ,444948.072618       ,운영
72,실버릿지서초센터,서울특별시 서초구 서초동 1434-7번지 ,,20020425,운영중,,,,,,,24,0,15,202001.571418       ,442457.460616       ,운영
73,낮은소리의집,서울특별시 서초구 신원동 501-12번지 ,,20051219,운영중,,,,,,,20,1,4,204386.748584       ,439260.095714       ,운영
74,방배실버케어,서울특별시 서초구 방배동 902-1번지 ,,20060314,운영중,,,,,,,14,4,10,199519.489703       ,442590.57381        ,운영
75,낮은소리의집,서울특별시 서초구 염곡동 217-5번지 ,,20070521,운영중,,,,,,,9,2,9,205050.209305       ,439422.71597        ,운영
76,실버릿지ICC,서울특별시 서초구 서초동 1440-2번지 ,,20040501,운영중,,,,,,,20,0,15,201866.613751       ,442621.319309       ,운영
77,시립중랑노인전문요양원,서울특별시 중랑구 망우동 시립중랑노인전문요양원 ,,20150301,운영중,,,,,,,165,,,,,운영
78,상봉요양원,서울특별시 중랑구 망우동 410-1번지 상아빌딩 5층 ,,20100503,운영중,,,,,,,23,,12,208781.999419       ,454740.626924       ,운영
79,한세노인복지센터,서울특별시 중랑구 신내동 544-1번지 3층 ,,20110328,운영중,,,,,,,29,1,3,208425.105123       ,455718.843502       ,운영
80,효림노인요양원,"서울특별시 중랑구 중화동 210-17번지 5,6층 ",,20100301,운영중,,,,,,,29,,,206264.851978       ,454540.796124       ,운영
81,유린원광노인요양원,서울특별시 중랑구 신내동 ,,20100301,운영중,,,,,,,87,,,,,운영
82,상봉너싱홈,서울특별시 중랑구 상봉동 125-68번지 ,,20080218,운영중,,,,,,,9,2,5,207169.501342       ,454408.54343        ,운영
83,시립중랑노인전문요양원,서울특별시 중랑구 망우동 227번지 ,,20060315,운영중,,,,,,,165,0,90,209440.492707       ,455783.882626       ,운영
84,서울꽃동네신내노인요양원,서울특별시 중랑구 신내동 642번지 ,,20010511,운영중,,,,,,,234,67,67,208314.818616       ,457098.936902       ,운영
85,수요양원,서울특별시 노원구 상계동 ,,20140401,운영중,,,,,,,9,5,3,,,
86,노원요양복지원,서울특별시 노원구 상계동 370-2번지 ,,20130611,운영중,,,,,,,45,6,6,205777.854351       ,461724.781923       ,운영
87,길요양원,서울특별시 노원구 중계동 434-2번지 현대종합상사 4층 ,,20131007,운영중,,,,,,,80,5,1,206415.545087       ,461546.032266       ,운영
88,서울실버케어노인요양원,서울특별시 노원구 상계동 ,,20110901,운영중,,,,,,,45,1,8,,,운영
89,러빙케어,서울특별시 노원구 상계동 581-2번지 러빙케어 ,,20100301,운영중,,,,,,,28,1,10,205368.388443       ,461774.111086       ,운영
90,평화행복한실버요양센터,서울특별시 노원구 중계동 ,,20100301,운영중,,,,,,,14,2,7,,,운영
91,행복한요양원,서울특별시 노원구 상계동 1019-6번지 ,,20100301,운영중,,,,,,,43,2,17,205011.202791       ,463359.366103       ,운영
92,노원실버센터,서울특별시 노원구 공릉동 323-15번지 ,,20100601,운영중,,,,,,,87,3,39,206225.902659       ,458382.598969       ,운영
